,taxid,phylum
2641,3040679,Bacillati
2707,2968491,Pseudomonadati
2717,77133,uncultured bacterium
2718,1913989,Pseudomonadati
2719,86473,Pseudomonadati
2720,2952893,Pseudomonadati
2722,2952893,Pseudomonadati
2723,1913989,Pseudomonadati
2730,216596,Pseudomonadati
2742,316278,Bacillati
2760,234827,Pseudomonadati
2771,215200,Bacillati
2772,142586,Bacillati
2773,885,Pseudomonadati
2774,1869337,Pseudomonadati
2775,823,Pseudomonadati
2776,817,Pseudomonadati
2811,3036122,Pseudomonadati
2880,393305,Pseudomonadati
2889,3137178,Pseudomonadati
2993,204773,Pseudomonadati
3052,3157620,Bacillati
3053,3157619,Bacillati
3112,405948,Bacillati
3128,448385,Pseudomonadati
3129,509170,Pseudomonadati
3130,340,Pseudomonadati
3132,216591,Pseudomonadati
3134,693216,Pseudomonadati
3135,637910,Pseudomonadati
3142,657324,Bacillati
3143,158836,Pseudomonadati
3144,657316,Bacillati
3145,83406,Pseudomonadati
3151,882378,Pseudomonadati
3155,930944,Pseudomonadati
3160,936157,Pseudomonadati
3167,1052684,Bacillati
3168,91891,Pseudomonadati
3169,91891,Pseudomonadati
3174,1117943,Pseudomonadati
3175,1117943,Pseudomonadati
3176,1118154,Bacillati
3177,1118154,Bacillati
3181,100901,Pseudomonadati
3183,1185876,Pseudomonadati
3184,1165095,Bacillati
3187,1193518,Bacillati
3188,573,Pseudomonadati
3190,1208590,Pseudomonadati
3191,1208592,Pseudomonadati
3195,1118157,Pseudomonadati
3196,1268239,Pseudomonadati
3197,1268303,Bacillati
3199,1262463,Pseudomonadati
3200,1262466,Pseudomonadati
3203,1262769,Bacillati
3204,1262770,Bacillati
3205,1262980,Bacillati
3206,1262950,Bacillati
3207,1262874,Bacillati
3208,1262879,Bacillati
3209,1262935,Pseudomonadati
3210,1262935,Pseudomonadati
3211,1262698,Pseudomonadati
3212,1262978,Pseudomonadati
3213,1263002,Bacillati
3214,1262832,Bacillati
3215,1262771,Bacillati
3216,1263032,Bacillati
3217,1262830,Bacillati
3218,1262831,Bacillati
3219,1262847,Bacillati
3220,1262878,Bacillati
3221,1262921,Pseudomonadati
3222,1262908,Bacillati
3223,1262990,Bacillati
3224,1262840,Bacillati
3225,1262891,Bacillati
3226,1262891,Bacillati
3227,1262919,Pseudomonadati
3228,1263008,Bacillati
3229,1262987,Pseudomonadati
3230,1262773,Bacillati
3231,1263003,Bacillati
3232,1262941,Bacillati
3233,1262996,Bacillati
3234,1262777,Bacillati
3235,1262867,Pseudomonadati
3236,1262736,Pseudomonadati
3237,1262930,Pseudomonadati
3238,1263053,Pseudomonadati
3239,1262775,Bacillati
3240,1262818,Bacillati
3241,1263104,Bacillati
3242,1262816,Bacillati
3243,1262963,Bacillati
3244,1262741,Pseudomonadati
3245,1263011,Bacillati
3246,1262922,Pseudomonadati
3247,1262748,Pseudomonadati
3248,1263029,Bacillati
3249,1263004,Bacillati
3250,1262823,Bacillati
3251,1262875,Bacillati
3252,1262885,Bacillati
3253,1262887,Bacillati
3254,1262887,Bacillati
3255,1262785,Bacillati
3256,1262888,Bacillati
3257,1262794,Bacillati
3258,1262888,Bacillati
3259,1262925,Pseudomonadati
3260,1262761,Bacillati
3261,1263023,Bacillati
3262,1263073,Bacillati
3263,1262804,Bacillati
3264,1262808,Bacillati
3265,1262751,Pseudomonadati
3266,3083063,Pseudomonadati
3267,1262811,Bacillati
3268,1262848,Bacillati
3269,1262926,Pseudomonadati
3270,1262873,Bacillati
3271,1262873,Bacillati
3272,1262797,Bacillati
3273,1263094,Pseudomonadati
3274,1262841,Bacillati
3275,1262934,Pseudomonadati
3276,1262945,Bacillati
3277,1262945,Bacillati
3278,1262792,Bacillati
3279,1263027,Bacillati
3280,1263027,Bacillati
3281,1263051,Bacillati
3282,1263051,Bacillati
3283,1262876,Bacillati
3284,1262991,Bacillati
3285,1262991,Bacillati
3286,1262877,Bacillati
3287,1263014,Bacillati
3288,1262851,Bacillati
3289,1262791,Bacillati
3290,1262689,Pseudomonadati
3291,1262807,Bacillati
3292,1263018,Bacillati
3293,1262838,Bacillati
3294,1262944,Bacillati
3295,1262944,Bacillati
3296,1262899,Fusobacteriati
3297,1262688,Bacillati
3298,1262835,Bacillati
3299,1262801,Bacillati
3300,1262820,Bacillati
3301,1262892,Bacillati
3302,1262906,Bacillati
3303,1262933,Pseudomonadati
3304,1262942,Bacillati
3306,1351755,Bacillati
3307,1365102,Pseudomonadati
3308,1354304,Pseudomonadati
3309,1349767,Pseudomonadati
3324,1430440,Pseudomonadati
3325,1432555,Pseudomonadati
3326,1437824,Pseudomonadati
3327,454194,Pseudomonadati
3329,1164990,Bacillati
3337,1313,Bacillati
3345,576784,Bacillati
3361,605,Pseudomonadati
3367,408180,Pseudomonadati
3368,408180,Pseudomonadati
3369,408180,Pseudomonadati
3370,69974,Pseudomonadati
3371,69974,Pseudomonadati
3372,408184,Pseudomonadati
3373,69974,Pseudomonadati
3374,69974,Pseudomonadati
3380,545,Pseudomonadati
3383,1461581,Pseudomonadati
3384,1461584,Bacillati
3385,1461584,Bacillati
3386,1562970,Pseudomonadati
3387,1522002,Bacillati
3388,77133,uncultured bacterium
3404,1744,Bacillati
3406,47500,Bacillati
3416,1522316,unclassified Bacteria
3417,1522316,unclassified Bacteria
3418,1522316,unclassified Bacteria
3421,703222,Bacillati
3443,1313,Bacillati
3444,1773,Bacillati
3445,1773,Bacillati
3446,633,Pseudomonadati
3447,630,Pseudomonadati
3448,90370,Pseudomonadati
3449,90370,Pseudomonadati
3450,1772,Bacillati
3451,487,Pseudomonadati
3452,1773,Bacillati
3453,1773,Bacillati
3454,1773,Bacillati
3455,1773,Bacillati
3456,1773,Bacillati
3457,1773,Bacillati
3458,1773,Bacillati
3459,1773,Bacillati
3460,630,Pseudomonadati
3461,1773,Bacillati
3462,1773,Bacillati
3463,1773,Bacillati
3464,1773,Bacillati
3465,58097,Pseudomonadati
3466,58097,Pseudomonadati
3467,1773,Bacillati
3468,1773,Bacillati
3469,36809,Bacillati
3470,141349,Bacillati
3471,761804,Bacillati
3472,630,Pseudomonadati
3473,85569,Pseudomonadati
3474,630,Pseudomonadati
3475,1073571,Bacillati
3476,83333,Pseudomonadati
3479,451514,Pseudomonadati
3480,553,Pseudomonadati
3481,813,Pseudomonadati
3482,610332,Pseudomonadati
3488,260936,Bacillati
3489,1653480,Bacillati
3495,40324,Pseudomonadati
3496,630,Pseudomonadati
3498,666,Pseudomonadati
3499,666,Pseudomonadati
3500,666,Pseudomonadati
3501,666,Pseudomonadati
3502,487906,Pseudomonadati
3503,703222,Bacillati
3506,466044,Pseudomonadati
3509,292800,Bacillati
3512,1633631,Pseudomonadati
3513,1633631,Pseudomonadati
3514,1643429,Pseudomonadati
3515,1643428,Pseudomonadati
3516,376,Pseudomonadati
3517,1619313,Pseudomonadati
3518,795642,Bacillati
3519,1183435,Pseudomonadati
3520,1776047,Bacillati
3521,1776047,Bacillati
3522,615,Pseudomonadati
3523,615,Pseudomonadati
3524,615,Pseudomonadati
3525,1780377,Bacillati
3526,1780379,Bacillati
3527,1780379,Bacillati
3528,1780377,Bacillati
3529,1183434,Pseudomonadati
3530,1780378,Bacillati
3531,646534,Pseudomonadati
3532,446,Pseudomonadati
3542,1916319,Bacillati
3680,623,Pseudomonadati
3683,28901,Pseudomonadati
3684,611,Pseudomonadati
3685,399587,Pseudomonadati
3686,28901,Pseudomonadati
3688,28901,Pseudomonadati
3689,28901,Pseudomonadati
3690,2565153,Pseudomonadati
3692,28901,Pseudomonadati
3693,28901,Pseudomonadati
3694,28901,Pseudomonadati
3695,59201,Pseudomonadati
3696,57743,Pseudomonadati
3697,59201,Pseudomonadati
3698,28901,Pseudomonadati
3699,179997,Pseudomonadati
3700,28147,Pseudomonadati
3701,28901,Pseudomonadati
3702,28901,Pseudomonadati
3703,28901,Pseudomonadati
3704,28901,Pseudomonadati
3705,562,Pseudomonadati
3706,59201,Pseudomonadati
3707,28901,Pseudomonadati
3708,28901,Pseudomonadati
3709,28901,Pseudomonadati
3710,28901,Pseudomonadati
3711,28901,Pseudomonadati
3712,28901,Pseudomonadati
3713,596,Pseudomonadati
3714,28901,Pseudomonadati
3715,595,Pseudomonadati
3716,28901,Pseudomonadati
3717,28901,Pseudomonadati
3718,28901,Pseudomonadati
3719,562,Pseudomonadati
3720,197,Pseudomonadati
3721,562,Pseudomonadati
3722,562,Pseudomonadati
3723,28901,Pseudomonadati
3724,562,Pseudomonadati
3725,192955,Pseudomonadati
3726,562,Pseudomonadati
3727,28901,Pseudomonadati
3728,59201,Pseudomonadati
3729,98360,Pseudomonadati
3730,108619,Pseudomonadati
3731,1016998,Pseudomonadati
3732,611,Pseudomonadati
3733,28144,Pseudomonadati
3734,28901,Pseudomonadati
3735,28901,Pseudomonadati
3736,28901,Pseudomonadati
3737,28901,Pseudomonadati
3738,28901,Pseudomonadati
3739,1639,Bacillati
3740,1639,Bacillati
3741,1639,Bacillati
3742,1642,Bacillati
3743,197,Pseudomonadati
3744,195,Pseudomonadati
3745,197,Pseudomonadati
3746,197,Pseudomonadati
3747,197,Pseudomonadati
3748,197,Pseudomonadati
3749,197,Pseudomonadati
3750,197,Pseudomonadati
3751,197,Pseudomonadati
3752,195,Pseudomonadati
3753,197,Pseudomonadati
3754,197,Pseudomonadati
3755,197,Pseudomonadati
3756,197,Pseudomonadati
3757,197,Pseudomonadati
3758,197,Pseudomonadati
3759,201,Pseudomonadati
3760,269801,Bacillati
3761,197,Pseudomonadati
3762,197,Pseudomonadati
3763,77038,Pseudomonadati
3764,28901,Pseudomonadati
3765,28901,Pseudomonadati
3766,28901,Pseudomonadati
3767,28901,Pseudomonadati
3768,595,Pseudomonadati
3769,28901,Pseudomonadati
3770,28901,Pseudomonadati
3771,28901,Pseudomonadati
3772,562,Pseudomonadati
3773,28901,Pseudomonadati
3774,28901,Pseudomonadati
3775,28901,Pseudomonadati
3776,562,Pseudomonadati
3777,28901,Pseudomonadati
3778,28901,Pseudomonadati
3779,611,Pseudomonadati
3780,28901,Pseudomonadati
3781,28901,Pseudomonadati
3782,595,Pseudomonadati
3783,28901,Pseudomonadati
3784,562,Pseudomonadati
3785,28901,Pseudomonadati
3786,28901,Pseudomonadati
3787,28901,Pseudomonadati
3788,28901,Pseudomonadati
3789,28901,Pseudomonadati
3790,28901,Pseudomonadati
3791,611,Pseudomonadati
3792,28901,Pseudomonadati
3793,28901,Pseudomonadati
3794,28901,Pseudomonadati
3795,28901,Pseudomonadati
3796,28147,Pseudomonadati
3797,28901,Pseudomonadati
3798,28901,Pseudomonadati
3799,28901,Pseudomonadati
3800,595,Pseudomonadati
3801,28901,Pseudomonadati
3802,28901,Pseudomonadati
3803,28901,Pseudomonadati
3804,28144,Pseudomonadati
3805,28901,Pseudomonadati
3806,28901,Pseudomonadati
3807,28901,Pseudomonadati
3808,611,Pseudomonadati
3809,595,Pseudomonadati
3810,28901,Pseudomonadati
3811,28901,Pseudomonadati
3812,28901,Pseudomonadati
3813,562,Pseudomonadati
3814,28901,Pseudomonadati
3815,28901,Pseudomonadati
3816,28901,Pseudomonadati
3817,28901,Pseudomonadati
3818,28901,Pseudomonadati
3819,314267,Pseudomonadati
3820,52598,Pseudomonadati
3821,28901,Pseudomonadati
3822,28901,Pseudomonadati
3823,28901,Pseudomonadati
3824,313589,Bacillati
3825,252305,Pseudomonadati
3826,28901,Pseudomonadati
3827,28901,Pseudomonadati
3828,314271,Pseudomonadati
3829,600,Pseudomonadati
3830,28901,Pseudomonadati
3831,28901,Pseudomonadati
3832,28901,Pseudomonadati
3833,1160755,Pseudomonadati
3834,28901,Pseudomonadati
3835,28901,Pseudomonadati
3836,69042,Bacillati
3837,314230,Pseudomonadati
3838,595,Pseudomonadati
3839,28901,Pseudomonadati
3840,312284,Bacillati
3841,28901,Pseudomonadati
3842,611,Pseudomonadati
3843,28901,Pseudomonadati
3844,28901,Pseudomonadati
3845,28901,Pseudomonadati
3846,28901,Pseudomonadati
3847,28901,Pseudomonadati
3848,314256,Pseudomonadati
3849,28901,Pseudomonadati
3850,28901,Pseudomonadati
3851,28901,Pseudomonadati
3852,28901,Pseudomonadati
3853,28901,Pseudomonadati
3854,562,Pseudomonadati
3855,28901,Pseudomonadati
3856,28901,Pseudomonadati
3857,28901,Pseudomonadati
3858,28901,Pseudomonadati
3862,28901,Pseudomonadati
3863,28901,Pseudomonadati
3864,562,Pseudomonadati
3865,582,Pseudomonadati
3866,28901,Pseudomonadati
3867,28901,Pseudomonadati
3868,28901,Pseudomonadati
3869,28901,Pseudomonadati
3870,28901,Pseudomonadati
3871,28901,Pseudomonadati
3872,29473,Pseudomonadati
3873,70803,Pseudomonadati
3874,28901,Pseudomonadati
3875,611,Pseudomonadati
3876,28901,Pseudomonadati
3877,378806,Pseudomonadati
3878,28142,Pseudomonadati
3879,28901,Pseudomonadati
3880,287,Pseudomonadati
3881,28901,Pseudomonadati
3882,595,Pseudomonadati
3883,28901,Pseudomonadati
3884,28901,Pseudomonadati
3885,28901,Pseudomonadati
3886,28901,Pseudomonadati
3887,28901,Pseudomonadati
3888,28901,Pseudomonadati
3889,383631,Pseudomonadati
3890,28901,Pseudomonadati
3891,28901,Pseudomonadati
3892,28901,Pseudomonadati
3893,28901,Pseudomonadati
3894,28901,Pseudomonadati
3895,28901,Pseudomonadati
3896,28901,Pseudomonadati
3897,28901,Pseudomonadati
3898,595,Pseudomonadati
3899,28901,Pseudomonadati
3900,59201,Pseudomonadati
3901,28901,Pseudomonadati
3902,247633,Pseudomonadati
3903,28901,Pseudomonadati
3904,247639,Pseudomonadati
3905,28901,Pseudomonadati
3906,28901,Pseudomonadati
3907,28901,Pseudomonadati
3908,28901,Pseudomonadati
3909,28901,Pseudomonadati
3910,28901,Pseudomonadati
3914,28901,Pseudomonadati
3915,28901,Pseudomonadati
3917,595,Pseudomonadati
3920,595,Pseudomonadati
3921,28901,Pseudomonadati
3922,28901,Pseudomonadati
3923,562,Pseudomonadati
3924,562,Pseudomonadati
3925,28901,Pseudomonadati
3926,28901,Pseudomonadati
3927,28901,Pseudomonadati
3928,28901,Pseudomonadati
3929,28901,Pseudomonadati
3930,28901,Pseudomonadati
3931,28901,Pseudomonadati
3932,28901,Pseudomonadati
3933,28901,Pseudomonadati
3934,28901,Pseudomonadati
3935,350702,Pseudomonadati
3936,595,Pseudomonadati
3937,350701,Pseudomonadati
3938,28901,Pseudomonadati
3939,28901,Pseudomonadati
3940,28901,Pseudomonadati
3941,595,Pseudomonadati
3942,28901,Pseudomonadati
3943,28901,Pseudomonadati
3944,28901,Pseudomonadati
3945,562,Pseudomonadati
3946,28901,Pseudomonadati
3947,28901,Pseudomonadati
3949,28901,Pseudomonadati
3950,28901,Pseudomonadati
3951,28901,Pseudomonadati
3952,28901,Pseudomonadati
3953,28901,Pseudomonadati
3954,28901,Pseudomonadati
3955,28901,Pseudomonadati
3956,28901,Pseudomonadati
3957,28901,Pseudomonadati
3958,149539,Pseudomonadati
3959,28901,Pseudomonadati
3960,239,Pseudomonadati
3961,388401,Pseudomonadati
3962,28901,Pseudomonadati
3963,28901,Pseudomonadati
3964,28901,Pseudomonadati
3965,28901,Pseudomonadati
3966,28901,Pseudomonadati
3967,28901,Pseudomonadati
3968,28901,Pseudomonadati
3969,28901,Pseudomonadati
3970,28901,Pseudomonadati
3971,28901,Pseudomonadati
3972,90371,Pseudomonadati
3973,149539,Pseudomonadati
3974,28901,Pseudomonadati
3975,28901,Pseudomonadati
3976,28901,Pseudomonadati
3977,28901,Pseudomonadati
3978,611,Pseudomonadati
3979,28901,Pseudomonadati
3980,28901,Pseudomonadati
3981,115981,Pseudomonadati
3982,28901,Pseudomonadati
3983,28901,Pseudomonadati
3984,28901,Pseudomonadati
3985,28901,Pseudomonadati
3986,28901,Pseudomonadati
3987,28901,Pseudomonadati
3988,28901,Pseudomonadati
3989,28901,Pseudomonadati
3990,28901,Pseudomonadati
3991,58095,Pseudomonadati
3992,28901,Pseudomonadati
3993,28901,Pseudomonadati
3994,28901,Pseudomonadati
3995,28901,Pseudomonadati
3996,28901,Pseudomonadati
3997,28901,Pseudomonadati
3998,28901,Pseudomonadati
3999,28901,Pseudomonadati
4000,28901,Pseudomonadati
4001,59201,Pseudomonadati
4002,28901,Pseudomonadati
4003,28901,Pseudomonadati
4004,600,Pseudomonadati
4005,595,Pseudomonadati
4006,59201,Pseudomonadati
4007,28901,Pseudomonadati
4008,28901,Pseudomonadati
4009,28901,Pseudomonadati
4010,28901,Pseudomonadati
4011,192954,Pseudomonadati
4012,28901,Pseudomonadati
4013,28901,Pseudomonadati
4014,28901,Pseudomonadati
4015,28142,Pseudomonadati
4016,28901,Pseudomonadati
4017,28901,Pseudomonadati
4018,28901,Pseudomonadati
4019,28901,Pseudomonadati
4020,28901,Pseudomonadati
4021,28901,Pseudomonadati
4022,28901,Pseudomonadati
4023,28901,Pseudomonadati
4024,28901,Pseudomonadati
4025,192955,Pseudomonadati
4026,59201,Pseudomonadati
4027,28901,Pseudomonadati
4028,28901,Pseudomonadati
4029,28901,Pseudomonadati
4030,28901,Pseudomonadati
4031,28901,Pseudomonadati
4032,28901,Pseudomonadati
4033,28901,Pseudomonadati
4034,28901,Pseudomonadati
4035,192955,Pseudomonadati
4036,149539,Pseudomonadati
4037,192955,Pseudomonadati
4038,562,Pseudomonadati
4039,584,Pseudomonadati
4040,28901,Pseudomonadati
4041,28901,Pseudomonadati
4042,28901,Pseudomonadati
4043,28901,Pseudomonadati
4044,28901,Pseudomonadati
4045,28901,Pseudomonadati
4046,28901,Pseudomonadati
4047,108619,Pseudomonadati
4048,28901,Pseudomonadati
4049,28901,Pseudomonadati
4050,28901,Pseudomonadati
4051,28901,Pseudomonadati
4052,28901,Pseudomonadati
4053,28901,Pseudomonadati
4054,28901,Pseudomonadati
4055,28901,Pseudomonadati
4056,28901,Pseudomonadati
4057,28901,Pseudomonadati
4058,28901,Pseudomonadati
4059,28901,Pseudomonadati
4060,28901,Pseudomonadati
4061,28901,Pseudomonadati
4062,562,Pseudomonadati
4063,28901,Pseudomonadati
4064,28901,Pseudomonadati
4065,59201,Pseudomonadati
4066,28901,Pseudomonadati
4067,28901,Pseudomonadati
4068,28901,Pseudomonadati
4069,28901,Pseudomonadati
4070,28901,Pseudomonadati
4071,28901,Pseudomonadati
4072,28901,Pseudomonadati
4073,28901,Pseudomonadati
4074,28901,Pseudomonadati
4075,28901,Pseudomonadati
4076,1151001,Pseudomonadati
4077,59201,Pseudomonadati
4078,149539,Pseudomonadati
4079,28901,Pseudomonadati
4080,28901,Pseudomonadati
4081,224729,Pseudomonadati
4082,149386,Pseudomonadati
4083,149539,Pseudomonadati
4084,143221,Pseudomonadati
4085,90371,Pseudomonadati
4086,2041616,Pseudomonadati
4087,611,Pseudomonadati
4088,28901,Pseudomonadati
4089,598,Pseudomonadati
4090,600,Pseudomonadati
4091,595,Pseudomonadati
4092,436295,Pseudomonadati
4093,149391,Pseudomonadati
4094,108619,Pseudomonadati
4095,1967657,Pseudomonadati
4096,596,Pseudomonadati
4097,28901,Pseudomonadati
4098,28901,Pseudomonadati
4099,28901,Pseudomonadati
4100,28901,Pseudomonadati
4101,28901,Pseudomonadati
4102,28901,Pseudomonadati
4103,28901,Pseudomonadati
4104,28901,Pseudomonadati
4105,28901,Pseudomonadati
4106,28901,Pseudomonadati
4107,28901,Pseudomonadati
4108,48409,Pseudomonadati
4109,90371,Pseudomonadati
4110,192955,Pseudomonadati
4111,90105,Pseudomonadati
4112,1151001,Pseudomonadati
4113,90105,Pseudomonadati
4114,28901,Pseudomonadati
4115,487006,Pseudomonadati
4116,28901,Pseudomonadati
4117,58095,Pseudomonadati
4118,149539,Pseudomonadati
4119,58095,Pseudomonadati
4120,59201,Pseudomonadati
4121,2170605,Pseudomonadati
4122,224729,Pseudomonadati
4123,149539,Pseudomonadati
4124,57743,Pseudomonadati
4125,28901,Pseudomonadati
4126,28901,Pseudomonadati
4127,28147,Pseudomonadati
4128,29482,Pseudomonadati
4129,596,Pseudomonadati
4130,562,Pseudomonadati
4131,108619,Pseudomonadati
4132,58096,Pseudomonadati
4133,149539,Pseudomonadati
4134,90371,Pseudomonadati
4135,192955,Pseudomonadati
4136,90371,Pseudomonadati
4137,286784,Pseudomonadati
4138,487004,Pseudomonadati
4139,134047,Pseudomonadati
4140,28147,Pseudomonadati
4141,90370,Pseudomonadati
4142,149539,Pseudomonadati
4143,59201,Pseudomonadati
4144,192955,Pseudomonadati
4145,149539,Pseudomonadati
4146,59201,Pseudomonadati
4147,59201,Pseudomonadati
4148,59201,Pseudomonadati
4149,59207,Pseudomonadati
4150,28901,Pseudomonadati
4151,59205,Pseudomonadati
4152,54736,Pseudomonadati
4153,59201,Pseudomonadati
4154,28901,Pseudomonadati
4155,562,Pseudomonadati
4156,149386,Pseudomonadati
4157,149391,Pseudomonadati
4158,596,Pseudomonadati
4159,286783,Pseudomonadati
4160,59201,Pseudomonadati
4161,28901,Pseudomonadati
4162,28901,Pseudomonadati
4163,59201,Pseudomonadati
4164,59201,Pseudomonadati
4165,59201,Pseudomonadati
4166,28901,Pseudomonadati
4167,28901,Pseudomonadati
4168,28901,Pseudomonadati
4169,149539,Pseudomonadati
4170,59201,Pseudomonadati
4171,59204,Pseudomonadati
4172,28901,Pseudomonadati
4173,59201,Pseudomonadati
4174,573,Pseudomonadati
4175,486998,Pseudomonadati
4176,28901,Pseudomonadati
4177,28901,Pseudomonadati
4178,28901,Pseudomonadati
4179,600,Pseudomonadati
4180,28901,Pseudomonadati
4181,28901,Pseudomonadati
4182,28901,Pseudomonadati
4183,195,Pseudomonadati
4184,59201,Pseudomonadati
4185,28901,Pseudomonadati
4186,59205,Pseudomonadati
4187,28901,Pseudomonadati
4188,59201,Pseudomonadati
4189,59201,Pseudomonadati
4190,59202,Pseudomonadati
4191,46626,Pseudomonadati
4192,568095,Pseudomonadati
4193,28901,Pseudomonadati
4194,59201,Pseudomonadati
4195,2564942,Pseudomonadati
4196,28901,Pseudomonadati
4197,28901,Pseudomonadati
4198,28901,Pseudomonadati
4199,46629,Pseudomonadati
4200,192955,Pseudomonadati
4201,28901,Pseudomonadati
4202,1642,Bacillati
4203,28901,Pseudomonadati
4204,28901,Pseudomonadati
4205,486999,Pseudomonadati
4206,28901,Pseudomonadati
4207,28901,Pseudomonadati
4208,58095,Pseudomonadati
4209,28144,Pseudomonadati
4210,596,Pseudomonadati
4211,90371,Pseudomonadati
4212,192955,Pseudomonadati
